meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.158595955,0.066216652,0.133302217,0.111085181,0.22445741,0.113372229,3.019164195,17.53642513,0.932415159,0.567913489,0.121213536,0.158595955,0.080459827,0.016064257,0.266666667,0.264128989,0.0078125,1.3359375,1.328125,0.182097187,male
0.23304081,0.031851226,0.234974874,0.213400335,0.258894472,0.045494137,1.512972962,4.119994143,0.839204877,0.136638306,0.258894472,0.23304081,0.207059272,0.052060738,0.277456647,0.914620536,0.0234375,5.5078125,5.484375,0.106725146,female
0.182465049,0.072544522,0.192654867,0.131946903,0.252123894,0.120176991,1.732922316,6.275185577,0.939798388,0.590015121,0.277212389,0.182465049,0.124485842,0.026058632,0.266666667,0.9246875,0.140625,5.2421875,5.1015625,0.178471159,male
0.208504367,0.057550187,0.220228717,0.190343075,0.249758577,0.059415502,1.707786442,5.670911595,0.87967352,0.343548324,0.050165184,0.208504367,0.162043128,0.016806723,0.262295082,0.26078869,0.0546875,0.8125,0.7578125,0.251546392,female
0.153900317,0.063619229,0.151245394,0.098629329,0.203655122,0.105025792,2.588324158,11.01607587,0.926634994,0.537051055,0.198084009,0.153900317,0.102589866,0.026525199,0.27027027,0.633480674,0.092773438,2.875976563,2.783203125,0.185338346,male
0.152845842,0.086618308,0.140769835,0.08974077,0.246787117,0.157046347,2.703585553,18.03546944,0.961419598,0.740638594,0.120534171,0.152845842,0.164298323,0.022566996,0.275862069,0.5415625,0.0078125,3.671875,3.6640625,0.13880597,female
0.179949194,0.057513135,0.192048558,0.134688923,0.218391502,0.08370258,1.191317856,4.557756292,0.933462163,0.47049235,0.206069803,0.179949194,0.119759367,0.048582996,0.277456647,1.223958333,0.0234375,6.8671875,6.84375,0.107426099,male
0.132895065,0.092890417,0.158226037,0.033648069,0.211902718,0.178254649,0.97901855,3.672746264,0.956766218,0.701976564,0.006809728,0.132895065,0.158696827,0.016276704,0.25,1.079545455,0.015625,3.1953125,3.1796875,0.344471744,female
0.192816887,0.035025695,0.191237756,0.172787177,0.219162956,0.046375779,2.052242209,7.308962828,0.866241417,0.236268267,0.173036509,0.192816887,0.169440901,0.024653313,0.231884058,0.550520833,0.15625,4.796875,4.640625,0.12574016,female
0.18925004,0.034072749,0.192121212,0.175454545,0.205454545,0.03,2.832078147,11.13368334,0.827596349,0.233617162,0.204848485,0.18925004,0.170285666,0.033542977,0.258064516,0.198709239,0.1171875,0.2578125,0.140625,0.159090909,female
0.231964475,0.030667062,0.2317934,0.221750359,0.247862267,0.026111908,2.774649784,10.96522432,0.801901356,0.143337346,0.221750359,0.231964475,0.208405934,0.046920821,0.277456647,1.295686141,0.0234375,10.21875,10.1953125,0.125172414,female
0.15186193,0.068629661,0.1526,0.094266667,0.200666667,0.1064,0.285020285,3.618873328,0.975012867,0.732885867,0.1904,0.15186193,0.159553025,0.049180328,0.272727273,1.958629261,0.0234375,9.46875,9.4453125,0.167121588,female
0.186823707,0.057162036,0.198362283,0.139652605,0.233449132,0.093796526,1.02193995,3.753305865,0.932726465,0.465217804,0.229627792,0.186823707,0.105533237,0.032520325,0.23880597,1.325639205,0.1171875,6.4453125,6.328125,0.323104056,male
0.190289378,0.059419117,0.210953101,0.129621785,0.241452345,0.11183056,1.243575606,3.953757954,0.918596466,0.389962161,0.220272315,0.190289378,0.125343493,0.047337278,0.272727273,1.280400815,0.0234375,4.6171875,4.59375,0.162767546,male
0.205418281,0.038328841,0.210634441,0.18652568,0.226283988,0.039758308,2.101894571,7.828401063,0.876680162,0.263879736,0.216978852,0.205418281,0.156075354,0.047571853,0.274285714,1.262207031,0.0234375,9.3046875,9.28125,0.125548968,female
0.178051399,0.061258341,0.186579439,0.122990654,0.231850467,0.108859813,0.704773117,2.968580303,0.943048486,0.476213251,0.097869159,0.178051399,0.102100231,0.026533997,0.253968254,0.568865741,0.1015625,4.140625,4.0390625,0.194762684,male
0.191936187,0.056960625,0.20427673,0.132515723,0.235534591,0.103018868,1.325097158,4.524848306,0.910124594,0.337593407,0.197672956,0.191936187,0.113174985,0.048533873,0.26519337,0.45625,0.0234375,1.8515625,1.828125,0.075936884,male
0.179678133,0.086938705,0.212787944,0.110613563,0.255888052,0.145274489,1.704784553,5.935779967,0.944812861,0.599417109,0.277588805,0.179678133,0.128291503,0.048582996,0.279069767,1.461309524,0.0234375,9.1875,9.1640625,0.108847371,male
0.176412759,0.064216491,0.193506201,0.151837655,0.210552424,0.058714769,3.34369841,15.61993344,0.909920171,0.543968448,0.190980834,0.176412759,0.167656646,0.046920821,0.277456647,1.373591189,0.2109375,5.859375,5.6484375,0.107038574,female
0.196022493,0.063424535,0.209861933,0.186666667,0.234161736,0.047495069,2.772913912,11.84148455,0.902810673,0.500878016,0.214003945,0.196022493,0.191985156,0.026890756,0.262295082,0.206801471,0.0078125,0.265625,0.2578125,0.096590909,female
0.20963196,0.049309683,0.215836112,0.168213435,0.255855169,0.087641734,1.717957421,6.923457398,0.905173969,0.096346576,0.277598857,0.20963196,0.141019807,0.024205749,0.242424242,0.462357955,0.0078125,3.390625,3.3828125,0.069045154,male
0.191326683,0.058292949,0.206029173,0.133419773,0.245510535,0.112090762,1.407228626,4.86041991,0.919544317,0.387348172,0.25095624,0.191326683,0.127913845,0.046920821,0.279069767,0.758333333,0.0234375,3.3046875,3.28125,0.148571429,male
0.162316481,0.062663968,0.140085106,0.114723404,0.223659574,0.10893617,2.544852512,12.4639284,0.926592651,0.478879202,0.112,0.162316481,0.112267232,0.028901734,0.25,0.559179688,0.004882813,1.03515625,1.030273438,0.398329948,male
0.178260715,0.062282511,0.179499165,0.138831386,0.233255426,0.09442404,1.464983278,5.498037058,0.925515332,0.46019767,0.179966611,0.178260715,0.128866195,0.050579557,0.277456647,1.635298295,0.0234375,21.84375,21.8203125,0.0538434,male
0.140068381,0.05878271,0.154510365,0.132894925,0.163116512,0.030221587,4.154631288,22.65639719,0.878448054,0.4460444,0.160114367,0.140068381,0.097644913,0.015717092,0.228571429,0.078325321,0.0078125,0.1953125,0.1875,0.123903509,female
0.112636549,0.085917277,0.103882979,0.024388298,0.196595745,0.172207447,28.20161643,897.422258,0.910823846,0.614424965,0,0.112636549,0.105633312,0.015825915,0.271186441,0.018483232,0.0078125,0.4453125,0.4375,0.05,male
0.215239227,0.031032843,0.213730408,0.197931034,0.228213166,0.030282132,2.537974106,9.458937785,0.820713892,0.147658117,0.222946708,0.215239227,0.180194296,0.047151277,0.274285714,0.728557181,0.0234375,4.1015625,4.078125,0.115489874,female
0.189983202,0.060065325,0.19222061,0.133701016,0.244238026,0.11053701,1.406457257,4.461628127,0.903181472,0.33316006,0.118664731,0.189983202,0.122174398,0.04719764,0.266666667,0.735538564,0.0234375,5.625,5.6015625,0.092662517,male
0.171547961,0.065804842,0.189052632,0.110315789,0.216421053,0.106105263,2.971078153,15.24992235,0.935737882,0.59832555,0.201684211,0.171547961,0.122665736,0.047337278,0.279069767,1.456117021,0.0234375,7.640625,7.6171875,0.128571429,male
0.227536743,0.039723897,0.233846154,0.204615385,0.258076923,0.053461538,1.339287733,3.605845819,0.860543109,0.197276059,0.261153846,0.227536743,0.181804161,0.047713718,0.279069767,1.158353365,0.0234375,9.7734375,9.75,0.069368132,female
0.162065429,0.084432291,0.143149016,0.112314902,0.249428304,0.137113402,1.578563282,5.179448806,0.943404669,0.595127964,0.268978444,0.162065429,0.117022269,0.016528926,0.25,0.599144345,0.0078125,4.578125,4.5703125,0.18921762,male
0.224133754,0.059647898,0.24377907,0.204302326,0.266162791,0.061860465,2.538157347,10.07261108,0.873688347,0.332009511,0.273895349,0.224133754,0.196132077,0.051779935,0.279069767,1.308933424,0.0234375,9.84375,9.8203125,0.055688146,female
0.196161194,0.040292908,0.200860832,0.173945481,0.221348637,0.047403156,1.798973452,5.613795704,0.891573407,0.306781991,0.213715925,0.196161194,0.151907144,0.046920821,0.279069767,2.061990489,0.0234375,9.09375,9.0703125,0.161867848,female
0.19359881,0.034550251,0.188452174,0.178226087,0.203547826,0.025321739,3.520891384,17.32558381,0.829359638,0.223155695,0.182608696,0.19359881,0.159910555,0.047058824,0.258064516,1.576450893,0.0234375,8.5078125,8.484375,0.102646118,female
0.19859962,0.034093051,0.201526316,0.182,0.217,0.035,2.319008526,8.378493745,0.85623409,0.243939254,0.200789474,0.19859962,0.169922188,0.048241206,0.277456647,1.015024038,0.0234375,8.203125,8.1796875,0.099271729,female
0.223278784,0.042489377,0.231021672,0.206749226,0.24879257,0.042043344,1.768652159,6.143702656,0.859114873,0.222222104,0.234489164,0.223278784,0.192253889,0.049638056,0.279069767,1.042719415,0.2109375,12.0234375,11.8125,0.068722944,female
0.173525518,0.054533765,0.1696,0.150577778,0.200711111,0.050133333,2.668984133,11.26937396,0.919471663,0.495743557,0.1584,0.173525518,0.138406547,0.023529412,0.192307692,0.524236506,0.004882813,1.337890625,1.333007813,0.47481685,female
0.184799701,0.037040603,0.184954128,0.166544343,0.195657492,0.02911315,3.28431254,16.00143573,0.847901575,0.267605872,0.190091743,0.184799701,0.168000528,0.047856431,0.279069767,1.637899709,0.0234375,11.1796875,11.15625,0.121564842,female
0.207665201,0.034410775,0.208058394,0.184759124,0.231357664,0.04659854,2.426440582,9.466254165,0.849313714,0.210376359,0.183124088,0.207665201,0.172656059,0.047012733,0.279069767,0.907137784,0.0234375,4.7578125,4.734375,0.137180823,female
0.163728076,0.055456653,0.167458065,0.160412903,0.188593548,0.028180645,5.852807884,43.35070986,0.876719704,0.460331185,0.165290323,0.163728076,0.148629611,0.02004008,0.212765957,0.69281684,0.166015625,3.930664063,3.764648438,0.288137284,female
0.181494959,0.072924703,0.197989601,0.129081456,0.245060659,0.115979203,1.017152623,3.094698982,0.94086529,0.607602176,0.245060659,0.181494959,0.120164608,0.040100251,0.216216216,0.598144531,0.0390625,3.6328125,3.59375,0.171449275,male
0.157165092,0.067953223,0.169358752,0.128110919,0.205996534,0.077885615,3.669079333,36.72237729,0.941429819,0.628004928,0,0.157165092,0.158043421,0.015686275,0.275862069,0.063802083,0.0078125,0.21875,0.2109375,0.14951989,female
0.174429618,0.066407538,0.152727273,0.130056818,0.232670455,0.102613636,1.527995018,5.236955076,0.925296765,0.506057274,0.144772727,0.174429618,0.122478854,0.047058824,0.274285714,1.136432927,0.0234375,6.3046875,6.28125,0.085601405,male
0.212189915,0.043190431,0.215153374,0.188957055,0.245644172,0.056687117,1.862572809,6.109790286,0.877668869,0.31439768,0.188957055,0.212189915,0.139942478,0.04719764,0.279069767,1.925551471,0.0234375,15.609375,15.5859375,0.121344177,female
0.196644232,0.051145411,0.203849372,0.180613668,0.232161785,0.051548117,2.200329676,8.188317754,0.903569357,0.405038617,0.18237099,0.196644232,0.192563813,0.029574861,0.275862069,0.4440625,0.1640625,0.8671875,0.703125,0.444907407,female
0.233656193,0.025973029,0.236078431,0.22372549,0.246372549,0.022647059,3.550404349,18.9099156,0.780758817,0.108003024,0.236078431,0.233656193,0.202621117,0.052287582,0.279069767,0.752268145,0.0234375,2.0390625,2.015625,0.157751938,female
0.170500169,0.058325337,0.174411384,0.145252264,0.200129366,0.054877102,2.029349476,7.203297445,0.926973639,0.534999953,0.144346701,0.170500169,0.141368775,0.01953125,0.208333333,0.944380327,0.092773438,3.823242188,3.73046875,0.24183862,female
0.226664143,0.035608723,0.228432956,0.210791599,0.249693053,0.038901454,1.833257848,6.336444242,0.848540972,0.188153014,0.222552504,0.226664143,0.18529858,0.047477745,0.279069767,1.412109375,0.0234375,10.921875,10.8984375,0.11516695,female
0.2012129,0.064532034,0.235215054,0.133602151,0.26155914,0.127956989,2.343255893,9.462485169,0.86906623,0.288968222,0.267956989,0.2012129,0.127005216,0.047012733,0.277456647,0.964092548,0.0234375,4.125,4.1015625,0.10547619,male
0.202965448,0.064011539,0.229193548,0.139247312,0.26344086,0.124193548,2.333173172,8.519889238,0.869846143,0.309446857,0.278870968,0.202965448,0.128287344,0.04719764,0.277456647,1.035435268,0.0234375,5.0859375,5.0625,0.106570513,male
0.209003648,0.043100122,0.210294648,0.199518942,0.230499098,0.030980156,3.130435368,14.42911883,0.856791564,0.265930813,0.208274203,0.209003648,0.203146841,0.039215686,0.256410256,0.476597377,0.200195313,0.830078125,0.629882813,0.557841383,female
0.173658044,0.072571552,0.194491018,0.163353293,0.22011976,0.056766467,3.548554508,27.98870932,0.921349468,0.537099872,0.05005988,0.173658044,0.165601063,0.016443988,0.266666667,0.210205078,0.0546875,0.7421875,0.6875,0.306818182,female
0.151818514,0.06028012,0.16510101,0.136818182,0.175353535,0.038535354,7.002630676,65.59295497,0.880253877,0.49354111,0.166338384,0.151818514,0.153420209,0.03021148,0.169491525,0.184100116,0.034179688,0.673828125,0.639648438,0.083675866,female
0.185098439,0.054289442,0.176771888,0.146420488,0.216628946,0.070208457,1.60173918,5.223786332,0.910320915,0.358023073,0.165265039,0.185098439,0.130983328,0.016161616,0.266666667,0.568287037,0.0078125,5.140625,5.1328125,0.095826991,male
0.187574408,0.070237334,0.207055016,0.16763754,0.233333333,0.065695793,1.802315483,6.418795909,0.942976631,0.611412758,0.231218986,0.187574408,0.157451814,0.016227181,0.258064516,0.491159539,0.0078125,3.6796875,3.671875,0.13993921,female
0.192529031,0.035073841,0.194520548,0.167123288,0.21260274,0.045479452,1.973959624,6.661244287,0.856233986,0.219085439,0.21260274,0.192529031,0.158202935,0.049281314,0.248704663,1.480363176,0.1640625,7.734375,7.5703125,0.186304863,female
0.205813435,0.042649687,0.213778047,0.198156458,0.228380837,0.030224378,2.679822689,10.05413528,0.84987361,0.261366015,0.220400243,0.205813435,0.206273763,0.04950495,0.243902439,0.451171875,0.1953125,0.864257813,0.668945313,0.405283281,female
0.19040181,0.05290183,0.175445545,0.147722772,0.239207921,0.091485149,1.964236449,8.318117429,0.899798283,0.333411377,0.146534653,0.19040181,0.148943382,0.047856431,0.275862069,1.887784091,0.0234375,20.625,20.6015625,0.094732958,female
0.178027567,0.070547896,0.19,0.127435897,0.242820513,0.115384615,2.149794566,9.174199803,0.9458361,0.637707592,0.251794872,0.178027567,0.1161128,0.020100503,0.275862069,0.983854167,0.03125,5.109375,5.078125,0.225198939,male
0.182299692,0.062017039,0.193745624,0.159766628,0.23033839,0.070571762,1.406595042,4.308847519,0.941427382,0.594892424,0.195215869,0.182299692,0.162182751,0.016161616,0.275862069,0.164566532,0.0078125,0.296875,0.2890625,0.309412861,female
0.174272105,0.069411045,0.190874107,0.115601979,0.228279274,0.112677295,4.48503835,61.76490831,0.950972025,0.635199178,0.050027488,0.174272105,0.102045991,0.018327606,0.246153846,1.621299342,0.0078125,7,6.9921875,0.209310987,male
0.193322456,0.056460004,0.205296443,0.138339921,0.241818182,0.103478261,1.231101657,3.701668184,0.907359785,0.349014441,0.196442688,0.193322456,0.119088487,0.046966732,0.275862069,1.131204044,0.0234375,6.5859375,6.5625,0.108809524,male
0.144418544,0.086971149,0.156015779,0.061025641,0.222840237,0.161814596,0.608371044,2.844063089,0.976355461,0.818056299,0.195502959,0.144418544,0.178420362,0.016666667,0.275862069,0.509300595,0.0078125,3.8984375,3.890625,0.151764955,female
0.192391211,0.04908261,0.208844884,0.142926293,0.231331133,0.08840484,1.985700716,7.05373454,0.895856989,0.144397375,0.225170517,0.192391211,0.119014022,0.043715847,0.246153846,1.454241071,0.1484375,6.03125,5.8828125,0.27749004,male
0.212806221,0.045819917,0.216938416,0.207085044,0.23713783,0.030052786,3.237527491,15.93670476,0.85350625,0.26302519,0.213489736,0.212806221,0.216283658,0.1,0.277777778,0.491420201,0.1953125,0.87890625,0.68359375,0.514285714,female
0.150660627,0.072067244,0.148004866,0.115304136,0.188540146,0.07323601,1.454416548,5.319291814,0.954526283,0.665344898,0.128248175,0.150660627,0.118406622,0.017353579,0.19047619,0.221354167,0.0078125,2.0703125,2.0625,0.113636364,male
0.184853085,0.079328731,0.210448718,0.136410256,0.254871795,0.118461538,1.924517886,7.016930914,0.939643075,0.567738596,0.259358974,0.184853085,0.154314708,0.05510907,0.271186441,1.040178571,0.0234375,5.1796875,5.15625,0.10970516,female
0.162173227,0.06188392,0.180823723,0.102635914,0.215881384,0.11324547,2.00326219,6.801192185,0.903632295,0.394809005,0.091795717,0.162173227,0.093961141,0.013679891,0.112359551,0.367838542,0.087890625,0.756835938,0.668945313,0.525182482,male
0.193424214,0.059779155,0.223093525,0.128920863,0.24323741,0.114316547,1.963306257,6.749476895,0.884640306,0.319014128,0.115827338,0.193424214,0.129153015,0.047713718,0.279069767,1.77006392,0.0234375,6.4453125,6.421875,0.148331595,male
0.192090408,0.050122602,0.19493188,0.166702997,0.214386921,0.047683924,1.582092492,4.84836091,0.902525213,0.401290541,0.207901907,0.192090408,0.14084951,0.048681542,0.279069767,1.558823529,0.0234375,18.1875,18.1640625,0.069256662,female
0.193200228,0.061011491,0.212064343,0.133994638,0.251099196,0.117104558,1.486464064,4.675800034,0.90353757,0.361605493,0.253726542,0.193200228,0.126353172,0.046920821,0.277456647,1.54265625,0.0234375,9.0703125,9.046875,0.112780656,male
0.155523799,0.059280408,0.163052209,0.10075502,0.202634538,0.101879518,3.354357764,17.38701555,0.895831445,0.412755516,0.094008032,0.155523799,0.099888198,0.012121212,0.243902439,0.434337798,0.09765625,0.776367188,0.678710938,0.932374101,male
0.188226793,0.078766267,0.207706422,0.179816514,0.249541284,0.069724771,1.656945557,5.766831135,0.921602203,0.508717732,0.049908257,0.188226793,0.157150831,0.016632017,0.275862069,0.25,0.0546875,0.734375,0.6796875,0.206896552,female
0.229857283,0.032694208,0.2256621,0.213515982,0.253789954,0.040273973,2.208943842,7.88662745,0.813837205,0.153201192,0.212876712,0.229857283,0.181032958,0.048192771,0.279069767,1.35546875,0.0234375,9.84375,9.8203125,0.173252011,female
0.185981895,0.061542358,0.181216545,0.13216545,0.24593674,0.11377129,1.575489365,5.89148093,0.919333481,0.41697663,0.256836983,0.185981895,0.125241513,0.048241206,0.279069767,1.141845703,0.0234375,5.109375,5.0859375,0.16723651,male
0.187952069,0.06585515,0.20305949,0.132067989,0.24509915,0.113031161,1.480656519,5.018319284,0.934454231,0.582426463,0.243909348,0.187952069,0.111374855,0.019704433,0.181818182,0.519736842,0.0625,2.84375,2.78125,0.176029963,male
0.187086554,0.058005197,0.197948718,0.135384615,0.231794872,0.096410256,0.962666919,3.609033437,0.927410138,0.4035655,0.114358974,0.187086554,0.117747296,0.047058824,0.274285714,1.184765625,0.0234375,8.625,8.6015625,0.115472421,male
0.159333403,0.078427685,0.168960915,0.098226883,0.225548141,0.127321258,1.303955406,4.797990218,0.963302216,0.720682103,0.271458532,0.159333403,0.109994169,0.025316456,0.266666667,0.260850694,0.03125,0.640625,0.609375,0.353695324,male
0.132476953,0.087523743,0.141808118,0.043653137,0.215424354,0.171771218,1.185598524,4.716939667,0.97848179,0.842935931,0.241771218,0.132476953,0.214127381,0.168421053,0.262295082,0.338404605,0.015625,0.7890625,0.7734375,0.333333333,female
0.166966294,0.03464406,0.163892807,0.155204513,0.171791255,0.016586742,3.966460245,20.1331016,0.802349313,0.253989049,0.157574048,0.166966294,0.142839233,0.047012733,0.268156425,1.373863636,0.0234375,9.5390625,9.515625,0.120689655,female
0.185179191,0.056131682,0.198225508,0.125767098,0.227726433,0.101959335,1.791568805,6.155854967,0.895043272,0.354815015,0.195637708,0.185179191,0.125430246,0.047761194,0.274285714,0.636160714,0.0234375,3.1171875,3.09375,0.104895105,male
0.184338938,0.055136164,0.197333333,0.140888889,0.216888889,0.076,1.655340168,5.457945113,0.910281494,0.360437869,0.198222222,0.184338938,0.112662692,0.047856431,0.277456647,0.996841755,0.0234375,8.7421875,8.71875,0.068792766,male
0.150051976,0.057223798,0.149064748,0.098033573,0.196067146,0.098033573,4.696293904,30.06911257,0.856594272,0.358090995,0.097809752,0.150051976,0.096564298,0.020618557,0.212765957,0.305059524,0.09765625,0.76171875,0.6640625,0.370955882,male
0.203961925,0.034077413,0.207763314,0.189538462,0.220686391,0.031147929,2.645013726,9.933947852,0.850811883,0.238414165,0.219029586,0.203961925,0.169246514,0.049740933,0.277456647,1.209558824,0.0234375,7.734375,7.7109375,0.142291652,female
0.19065272,0.057170957,0.209263158,0.129684211,0.231663158,0.101978947,1.517254197,4.715057621,0.898187212,0.358169232,0.218105263,0.19065272,0.104187383,0.047151277,0.262295082,0.717447917,0.140625,3.09375,2.953125,0.133520075,male
0.168164372,0.066333508,0.179142367,0.110463122,0.213241852,0.102778731,1.637324802,6.351842424,0.950347122,0.666763876,0.193070326,0.168164372,0.131661886,0.050579557,0.279069767,1.038461538,0.0234375,7.0078125,6.984375,0.132177479,male
0.18881488,0.070484528,0.163710895,0.134110032,0.257648328,0.123538296,2.198545123,10.7834387,0.895110717,0.333552621,0,0.18881488,0.090938686,0.015701668,0.262295082,0.118719363,0.0078125,0.3984375,0.390625,0.24,male
0.192943299,0.057850133,0.207025496,0.148725212,0.235184136,0.086458924,1.313445306,4.417070931,0.922131586,0.444268004,0.230028329,0.192943299,0.11918971,0.047337278,0.279069767,0.73255814,0.0234375,7.2890625,7.265625,0.072258065,male
0.166184378,0.069486359,0.182024867,0.096980462,0.202912966,0.105932504,3.465663386,17.81891079,0.906953856,0.528209186,0.188490231,0.166184378,0.114281275,0.047058824,0.279069767,0.577934451,0.0234375,2.25,2.2265625,0.118836565,male
0.126490157,0.076256219,0.109097408,0.063556747,0.180661305,0.117104558,3.81530382,38.86715787,0.961527835,0.739691106,0.060053619,0.126490157,0.089792422,0.015841584,0.271186441,0.940429688,0.0078125,4.890625,4.8828125,0.263876923,male
0.200158191,0.037002721,0.202631579,0.185,0.224210526,0.039210526,2.425072505,9.687732934,0.861044887,0.256366552,0.200263158,0.200158191,0.174238535,0.019488429,0.258064516,0.608796296,0.109375,6.4375,6.328125,0.136419753,female
0.181555987,0.065929432,0.191240429,0.131209801,0.235834609,0.104624809,2.254150823,9.782985605,0.926799664,0.547278864,0.230689127,0.181555987,0.149405943,0.046920821,0.277456647,0.891210938,0.0234375,5.015625,4.9921875,0.194195476,male
0.191454714,0.037625332,0.19155624,0.168690293,0.213990755,0.045300462,1.610862413,4.72398124,0.874523006,0.290728871,0.179476117,0.191454714,0.165168949,0.048730964,0.277456647,1.280649038,0.0234375,9.0234375,9,0.135646446,female
0.190851697,0.053773543,0.187133333,0.147,0.250133333,0.103133333,1.180834872,3.443146945,0.896657544,0.31429904,0.147,0.190851697,0.130284112,0.047761194,0.272727273,0.375,0.0234375,0.609375,0.5859375,0.194871795,male
0.18913327,0.067775893,0.205988024,0.178443114,0.234251497,0.055808383,3.262410672,21.96557969,0.909747128,0.47946707,0.05005988,0.18913327,0.171696223,0.017372421,0.275862069,0.181884766,0.0234375,0.625,0.6015625,0.281524927,female
0.201886646,0.06133447,0.195768595,0.146710744,0.265190083,0.118479339,2.241503691,8.273445624,0.879392541,0.31294113,0.27861157,0.201886646,0.137701876,0.04989605,0.279069767,0.959765625,0.0234375,7.5,7.4765625,0.092342141,male
0.185014891,0.056830007,0.194090909,0.133106061,0.225909091,0.09280303,1.804546195,6.575144442,0.901880671,0.342746836,0.189318182,0.185014891,0.118935243,0.047105005,0.279069767,1.011328125,0.0234375,5.34375,5.3203125,0.128796661,male
0.182179612,0.031833916,0.180857143,0.167142857,0.200285714,0.033142857,2.218499287,7.052426934,0.83115158,0.205100127,0.174,0.182179612,0.163617584,0.037647059,0.205128205,0.765625,0.1640625,6.2421875,6.078125,0.160308483,female
0.22605443,0.045661224,0.231304348,0.204034783,0.260521739,0.056486957,1.644343183,4.863384818,0.861339261,0.280192401,0.260521739,0.22605443,0.155547797,0.047012733,0.279069767,0.8578125,0.0234375,10.7109375,10.6875,0.086000474,female
0.146683933,0.066241093,0.120098039,0.096993464,0.216405229,0.119411765,1.935967796,7.154134621,0.934636861,0.575083782,0.09996732,0.146683933,0.112567705,0.021768707,0.275862069,0.569010417,0.0078125,3.6484375,3.640625,0.267362466,male
0.211401313,0.044609028,0.208923077,0.191692308,0.241769231,0.050076923,1.841355969,6.2046404,0.860925187,0.259532141,0.192230769,0.211401313,0.16896376,0.048435923,0.279069767,1.228365385,0.0234375,9.703125,9.6796875,0.06249591,female
0.182813462,0.0589975,0.162857143,0.137959184,0.23755102,0.099591837,1.361350936,4.698105053,0.917398574,0.414762228,0.140816327,0.182813462,0.13728191,0.047808765,0.279069767,1.078634511,0.0234375,4.875,4.8515625,0.17936331,male
0.205578206,0.032539184,0.206728972,0.194392523,0.217570093,0.02317757,2.80074156,10.6091489,0.813510155,0.19062018,0.207102804,0.205578206,0.182352584,0.04743083,0.279069767,0.996512277,0.0234375,6.1875,6.1640625,0.122588368,female
