meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx
0.206207149,0.070150758,0.225265957,0.206835106,0.247978723,0.041143617,2.547865795,10.52663133,0.891029424,0.388560445,0.213164894,0.206207149,0.190322678,0.017777778,0.275862069,1.11328125,0.0078125,6.71875,6.7109375,0.251959643
0.18304563,0.058198596,0.155886525,0.13751773,0.244255319,0.106737589,1.50222654,4.655506805,0.887243714,0.28852774,0.138014184,0.18304563,0.121990552,0.049792531,0.277456647,1.217606707,0.0234375,5.15625,5.1328125,0.111193385
0.165500593,0.057696813,0.172496863,0.160376412,0.191468005,0.031091593,5.959454426,50.48491839,0.890246669,0.489109872,0.171267252,0.165500593,0.150670498,0.03164557,0.204081633,0.291160301,0.048828125,3.510742188,3.461914063,0.043994792
0.170624946,0.072667479,0.185301645,0.116709324,0.231371115,0.114661792,1.408411633,6.306748629,0.963755815,0.717781207,0.231115174,0.170624946,0.123096334,0.066115702,0.275862069,0.818256579,0.0078125,5.0625,5.0546875,0.18465315
0.134838246,0.100238556,0.202386576,0.009745183,0.21543816,0.205692977,29.96900001,989.2153227,0.785192261,0.360356775,0,0.134838246,0.162347743,0.017957351,0.271186441,0.0078125,0.0078125,0.0078125,0,0
0.217966998,0.042504254,0.230764832,0.193938528,0.249778413,0.055839886,2.064521867,7.401659331,0.883175171,0.207962951,0.255582559,0.217966998,0.143295372,0.016032064,0.271186441,0.251602564,0.109375,0.5625,0.453125,0.145644283
0.192132292,0.05781815,0.211958042,0.131188811,0.239370629,0.108181818,1.116521329,3.492169445,0.906151252,0.319621159,0.215874126,0.192132292,0.131797065,0.047619048,0.274285714,0.9421875,0.0234375,4.5,4.4765625,0.134904014
0.129494631,0.094534617,0.138825996,0.023480084,0.20427673,0.180796646,24.07525155,622.2092983,0.81449885,0.463573621,0,0.129494631,0.07448185,0.017039404,0.216216216,0.0078125,0.0078125,0.0078125,0,0
0.161119887,0.055743743,0.168461051,0.158176061,0.183888537,0.025712476,7.487237525,72.42323894,0.873642205,0.456116929,0.166865104,0.161119887,0.162527588,0.016313214,0.25,0.812355324,0.166015625,3.75,3.583984375,0.371725005
0.200262087,0.055563298,0.207837713,0.162784693,0.241143384,0.078358691,1.424270526,4.746606079,0.931311552,0.492887351,0.205901337,0.200262087,0.121578105,0.018518519,0.25,0.7546875,0.2421875,6.7265625,6.484375,0.099598394
0.157992576,0.059855281,0.166570973,0.094226475,0.190685805,0.09645933,3.288006338,16.61327387,0.901595511,0.454409159,0.084401914,0.157992576,0.083562098,0.017467249,0.222222222,0.522949219,0.1015625,2.4921875,2.390625,0.235294118
0.153039048,0.07403113,0.158064516,0.092731183,0.214365591,0.121634409,0.885701648,3.523981856,0.973217842,0.807551708,0.216774194,0.153039048,0.067407499,0.016260163,0.205128205,0.2615625,0.0078125,1.0234375,1.015625,0.191346154
0.161993334,0.067542005,0.183511053,0.140182055,0.205721717,0.065539662,2.261547254,7.862799262,0.91840362,0.569696836,0.198439532,0.161993334,0.144045975,0.017094017,0.242424242,0.1375,0.0078125,0.453125,0.4453125,0.184672207
0.119621592,0.082923999,0.108351064,0.037606383,0.198271277,0.160664894,2.517481232,11.33701664,0.95516852,0.704673028,0.106117021,0.119621592,0.103755729,0.016666667,0.266666667,0.689732143,0.0078125,6.8671875,6.859375,0.127742477
0.133555325,0.079347225,0.115833333,0.078333333,0.210416667,0.132083333,3.165496941,22.58970754,0.94994769,0.67316208,0,0.133555325,0.097154648,0.017185822,0.262295082,0.105208333,0.0078125,0.5625,0.5546875,0.159102765
0.222995668,0.035733535,0.2214791,0.20437299,0.249839228,0.045466238,1.652572785,5.517334908,0.858209087,0.190743582,0.219678457,0.222995668,0.170130971,0.047151277,0.279069767,1.249830163,0.234375,8.765625,8.53125,0.095092408
0.229661337,0.030095989,0.23125136,0.223025027,0.241610446,0.018585419,3.371422074,15.08240787,0.790047446,0.139819544,0.230337323,0.229661337,0.216208463,0.055045872,0.271186441,0.86665483,0.0234375,7.0078125,6.984375,0.104973326
0.190075956,0.035729346,0.188315217,0.176141304,0.208478261,0.032336957,2.999129649,13.5029999,0.84530124,0.267637871,0.179184783,0.190075956,0.176079529,0.019583843,0.23880597,0.389322917,0.171875,3.4375,3.265625,0.070222347
0.204985601,0.033569648,0.211409396,0.179932886,0.225973154,0.046040268,1.619362647,4.970626112,0.861774321,0.178578322,0.219865772,0.204985601,0.158586188,0.050104384,0.274285714,0.598214286,0.0234375,3.5859375,3.5625,0.109418283
0.20148412,0.06137986,0.208753515,0.164011246,0.257563261,0.093552015,2.168626991,8.894616643,0.930920088,0.522444216,0.266616682,0.20148412,0.115121204,0.019070322,0.216216216,1.089488636,0.0078125,5.640625,5.6328125,0.178739206
0.178653418,0.033572903,0.176154465,0.165792438,0.186967015,0.021174578,3.414957728,15.17937891,0.823984458,0.216122064,0.179082864,0.178653418,0.167376576,0.043478261,0.231884058,0.833007813,0.1640625,6.453125,6.2890625,0.195351633
0.168425741,0.071344338,0.189051095,0.158394161,0.216642336,0.058248175,3.020345955,17.7912195,0.901022144,0.491709388,0.050072993,0.168425741,0.168343439,0.015936255,0.271186441,0.253125,0.0546875,0.9140625,0.859375,0.407792208
0.188686654,0.030088809,0.188979592,0.178367347,0.206530612,0.028163265,2.580623028,9.900156248,0.816766614,0.196282712,0.186938776,0.188686654,0.176681608,0.125,0.219178082,0.188476563,0.15625,0.2265625,0.0703125,0.133333333
0.162515085,0.076269221,0.172964728,0.089418494,0.239428027,0.150009533,17.75014606,392.9543438,0.904217726,0.519066586,0.060057197,0.162515085,0.057045239,0.018454441,0.225352113,0.0703125,0.0703125,0.0703125,0,0
0.220120521,0.02949189,0.222936097,0.205043178,0.232607945,0.027564767,3.345215207,16.06244774,0.806673229,0.148746201,0.225354059,0.220120521,0.182577432,0.047666336,0.279069767,2.122043919,0.2109375,20.4140625,20.203125,0.070653394
0.179917295,0.075109983,0.199409594,0.158081181,0.237380074,0.079298893,1.540607493,4.830225116,0.941750694,0.61858387,0.203542435,0.179917295,0.190071872,0.047477745,0.258064516,0.738581731,0.03125,2.9765625,2.9453125,0.360742706
0.183575451,0.037149237,0.171806798,0.160286225,0.198354204,0.038067979,3.570655159,18.27210131,0.813639346,0.178610584,0.157280859,0.183575451,0.16250019,0.052230686,0.266666667,0.947544643,0.0234375,12.328125,12.3046875,0.059145299
0.161176008,0.060802897,0.183592157,0.102776471,0.207529412,0.104752941,2.751018054,11.13179287,0.900796125,0.446516824,0.200501961,0.161176008,0.101788259,0.01953125,0.204081633,0.327370384,0.092773438,0.64453125,0.551757813,0.493889591
0.169578801,0.075634514,0.186467577,0.116706485,0.238549488,0.121843003,4.269922678,45.89524782,0.929498042,0.543708544,0.05996587,0.169578801,0.082451321,0.01621074,0.271186441,0.1484375,0.0078125,3.609375,3.6015625,0.050840564
0.165112645,0.060919532,0.133008739,0.117278402,0.227390762,0.11011236,2.806798459,13.1957412,0.910557723,0.408569158,0.121473159,0.165112645,0.114636013,0.02688172,0.27027027,0.537109375,0.004882813,0.952148438,0.947265625,0.38425492
0.160068622,0.059217281,0.148814815,0.10854321,0.217950617,0.109407407,2.958973246,14.27578495,0.902862552,0.394845707,0.108197531,0.160068622,0.102243776,0.02020202,0.126582278,0.432761863,0.083007813,0.854492188,0.771484375,0.42556962
0.187763583,0.031560318,0.1876,0.174618182,0.202872727,0.028254545,2.466215234,8.844264281,0.843168278,0.225496289,0.189890909,0.187763583,0.168761135,0.015936255,0.25,0.577845982,0.0078125,7,6.9921875,0.099441341
0.184439562,0.060942793,0.175287671,0.140767123,0.247780822,0.107013699,1.255295923,4.01213107,0.928214048,0.480653245,0.155726027,0.184439562,0.149394129,0.047761194,0.277456647,1.778320313,0.1875,9,8.8125,0.103528801
0.185961343,0.061482638,0.181906874,0.149002217,0.239645233,0.090643016,2.016795612,8.353954503,0.906445404,0.390450523,0.17631929,0.185961343,0.124491027,0.047105005,0.279069767,0.812255859,0.0234375,5.203125,5.1796875,0.095802777
0.173240521,0.060224017,0.169328063,0.125612648,0.223003953,0.097391304,1.793458664,7.155711293,0.925639963,0.490501409,0.166561265,0.173240521,0.126046797,0.057007126,0.274285714,1.052262931,0.0234375,5.296875,5.2734375,0.175555556
0.186393472,0.05783605,0.198858397,0.136158068,0.228364435,0.092206367,1.218773626,4.340606344,0.927702479,0.377466802,0.218836443,0.186393472,0.118711083,0.047105005,0.277456647,0.894460227,0.0234375,7.21875,7.1953125,0.061334812
0.190235564,0.056793186,0.205679012,0.138271605,0.236790123,0.098518519,1.09306769,3.577716832,0.924571293,0.361180501,0.225728395,0.190235564,0.116813538,0.047058824,0.277456647,1.262222782,0.140625,6.1640625,6.0234375,0.101100228
0.158367824,0.063235061,0.165843293,0.103001328,0.208977424,0.105976096,1.240420047,4.108389311,0.953462056,0.662515725,0.092031873,0.158367824,0.101888217,0.015748031,0.25,0.454101563,0.0078125,3.6953125,3.6875,0.169274229
0.190687528,0.054830637,0.171983584,0.148235294,0.245526676,0.097291382,2.108472968,7.645709707,0.885175018,0.316899652,0.278850889,0.190687528,0.156900482,0.051612903,0.279069767,1.26046875,0.0234375,4.546875,4.5234375,0.152614225
0.203858251,0.0548433,0.224082232,0.156240822,0.246696035,0.090455213,1.839251372,6.841583874,0.889535933,0.250355534,0.225315712,0.203858251,0.110514073,0.047808765,0.272727273,0.842881944,0.0234375,4.4296875,4.40625,0.089723003
0.164709822,0.070547565,0.192526799,0.105911179,0.218254211,0.112343032,1.908920249,6.319249685,0.936775177,0.613574229,0.205819296,0.164709822,0.123410043,0.046966732,0.26519337,1.279575893,0.0234375,8.109375,8.0859375,0.109763539
0.193174533,0.04108471,0.184850843,0.169597925,0.226977951,0.057380026,2.474982897,10.44190438,0.871411244,0.295865125,0.174319066,0.193174533,0.159268993,0.04743083,0.271186441,1.469809322,0.0234375,8.015625,7.9921875,0.116022394
0.171490287,0.0709614,0.174129353,0.119800995,0.23681592,0.117014925,2.306294384,8.900695901,0.936195389,0.594687403,0.125373134,0.171490287,0.120088681,0.047808765,0.266666667,0.665421196,0.0234375,5.578125,5.5546875,0.073647871
0.173448805,0.065076654,0.178693467,0.110686767,0.224187605,0.113500838,1.545382066,5.052169894,0.920972256,0.47476966,0.090050251,0.173448805,0.127933369,0.047012733,0.279069767,1.111852134,0.0234375,5.1796875,5.15625,0.149465241
0.100905502,0.080507739,0.098245614,0.02920078,0.176842105,0.147641326,22.64938378,592.5633813,0.908473066,0.617015329,0,0.100905502,0.081574582,0.01760176,0.275862069,0.0078125,0.0078125,0.0078125,0,0
0.166737617,0.05267745,0.169426752,0.162649682,0.18922293,0.026573248,7.550411851,76.13452631,0.865281981,0.427317395,0.167464968,0.166737617,0.152650831,0.022727273,0.208333333,0.174153646,0.161132813,0.21484375,0.053710938,0.136363636
0.197273411,0.062925559,0.176842105,0.139115789,0.263494737,0.124378947,2.249625825,8.224977316,0.875944621,0.294050598,0.277642105,0.197273411,0.126846937,0.047713718,0.279069767,1.421982021,0.0234375,8.671875,8.6484375,0.076548447
0.195885106,0.034688348,0.197418301,0.176830065,0.216862745,0.04003268,2.396113819,8.974929974,0.871154376,0.172296242,0.178660131,0.195885106,0.135319716,0.016427105,0.246153846,0.71875,0.109375,3.8046875,3.6953125,0.112242937
0.168094756,0.073347382,0.167371795,0.114871795,0.234230769,0.119358974,1.160160499,3.764258351,0.953904238,0.654410076,0.131474359,0.168094756,0.123996253,0.047904192,0.279069767,1.14609375,0.0234375,8.296875,8.2734375,0.120146642
0.21145984,0.031388715,0.212108434,0.199457831,0.226445783,0.026987952,2.912364805,12.28602411,0.835035487,0.181912572,0.212108434,0.21145984,0.188752092,0.047477745,0.279069767,1.069148936,0.0234375,6.8203125,6.796875,0.098075381
0.204769617,0.057289883,0.232607945,0.145561313,0.25388601,0.108324698,1.57955573,5.335373976,0.883213449,0.254528174,0.249050086,0.204769617,0.123878109,0.048730964,0.279069767,0.952083333,0.0234375,9.1171875,9.09375,0.085988754
0.150139716,0.061395997,0.146625291,0.096229635,0.194197052,0.097967417,3.96305983,23.95866325,0.885942365,0.412892569,0.095360745,0.150139716,0.099490031,0.022321429,0.217391304,0.543767756,0.004882813,0.859375,0.854492188,0.583129252
0.177883254,0.044133784,0.166985173,0.149917628,0.195584843,0.045667216,2.357968091,9.077273265,0.875324517,0.274656209,0.167907743,0.177883254,0.158957657,0.048048048,0.272727273,1.405598958,0.0234375,9.4453125,9.421875,0.05272027
0.208893602,0.040650652,0.210625,0.200625,0.2284375,0.0278125,3.273968634,15.9477549,0.853012994,0.247077684,0.20734375,0.208893602,0.204826602,0.06993007,0.256410256,0.419546274,0.146484375,0.830078125,0.68359375,0.325714286
0.184225006,0.052312553,0.198369906,0.138244514,0.224702194,0.08645768,1.230137655,3.664706268,0.911842319,0.352112335,0.224702194,0.184225006,0.139464857,0.047058824,0.279069767,1.013392857,0.0234375,4.3125,4.2890625,0.11239108
0.186663706,0.033863029,0.19107078,0.166170599,0.202758621,0.036588022,2.271342955,7.793855124,0.845457934,0.242712777,0.199201452,0.186663706,0.172860553,0.052631579,0.279069767,1.740056818,0.0234375,9.28125,9.2578125,0.135352622
0.177299355,0.059858043,0.19542522,0.153548387,0.214721408,0.061173021,3.009612055,14.07762893,0.926536549,0.586027821,0.208973607,0.177299355,0.168962805,0.019950125,0.235294118,0.21875,0.078125,0.4375,0.359375,0.17184265
0.078847187,0.068472556,0.054163162,0.022842725,0.127636669,0.104793944,2.422416756,9.575712722,0.930185297,0.581113385,0.024491169,0.078847187,0.138373463,0.016293279,0.271186441,0.436662946,0.0078125,5.328125,5.3203125,0.106574043
0.167684731,0.061149033,0.174619565,0.111086957,0.220271739,0.109184783,1.302937451,4.932177462,0.93595514,0.497411704,0.178423913,0.167684731,0.092510449,0.021419009,0.231884058,0.904513889,0.0078125,6.5078125,6.5,0.244980204
0.193120769,0.043548745,0.195872534,0.170804249,0.221365706,0.050561457,1.515202867,4.494620609,0.885225295,0.334324158,0.219241275,0.193120769,0.152384897,0.04729064,0.277456647,2.131855867,0.0234375,12.1171875,12.09375,0.128286148
0.187369211,0.045638982,0.185895807,0.173265565,0.211512071,0.038246506,3.140445474,15.94772349,0.890132361,0.375675899,0.182160102,0.187369211,0.168950911,0.023633678,0.275862069,1.56015625,0.0078125,6.9921875,6.984375,0.225743641
0.167850312,0.052593589,0.163262195,0.12847561,0.190365854,0.061890244,1.919229523,7.131328753,0.920512709,0.403865808,0.166890244,0.167850312,0.121546254,0.015952144,0.262295082,0.813179348,0.0703125,6.5703125,6.5,0.074188702
0.212619817,0.049833012,0.226058543,0.163921035,0.256364874,0.092443839,1.277224224,4.12783208,0.906782557,0.180812811,0.238447924,0.212619817,0.119024042,0.020486556,0.23880597,0.671875,0.0078125,5.90625,5.8984375,0.124797645
0.216632076,0.042032997,0.217922481,0.207937984,0.23572093,0.027782946,3.092630934,14.15637598,0.839022631,0.237665702,0.21227907,0.216632076,0.161336716,0.049433574,0.277456647,1.37890625,0.0234375,8.953125,8.9296875,0.109102839
0.170462848,0.075547672,0.169767719,0.112567004,0.240309708,0.127742704,1.301146974,4.114985939,0.963778151,0.73482202,0.242310899,0.170462848,0.129275822,0.03125,0.266666667,1.25,0.0078125,7,6.9921875,0.170018622
0.176626657,0.056449938,0.164266667,0.148088889,0.210725926,0.062637037,2.591258062,10.95464786,0.900119369,0.455424409,0.158874074,0.176626657,0.145812552,0.04912999,0.277456647,1.848899148,0.0234375,8.8828125,8.859375,0.15297619
0.141565645,0.076677512,0.126485671,0.100935143,0.207993967,0.107058824,3.578446671,23.8528295,0.943157188,0.657764699,0,0.141565645,0.120039907,0.028218695,0.246153846,0.09375,0.0078125,0.4140625,0.40625,0.151709402
0.195192957,0.060882599,0.207221511,0.136235595,0.250601793,0.114366197,1.904404202,6.729391059,0.895848804,0.358281421,0.247733675,0.195192957,0.135050061,0.046966732,0.279069767,1.448863636,0.0234375,10.078125,10.0546875,0.115598687
0.196771869,0.060703367,0.229968652,0.129905956,0.248401254,0.118495298,2.2184224,8.867740762,0.863990763,0.236075134,0.121128527,0.196771869,0.127057222,0.048979592,0.277456647,0.910644531,0.0234375,7.3359375,7.3125,0.07727146
0.20093995,0.059097833,0.225180723,0.13873494,0.252168675,0.113433735,1.514458414,4.81931881,0.886084652,0.260091008,0.255120482,0.20093995,0.116426431,0.047856431,0.256684492,0.990998641,0.140625,5.296875,5.15625,0.062878788
0.133659057,0.077263786,0.13663586,0.07125077,0.195637708,0.124386938,4.896852915,68.84745496,0.969887403,0.77887861,0.120418977,0.133659057,0.132471129,0.015825915,0.25,0.222916667,0.0078125,0.7109375,0.703125,0.268434343
0.141153447,0.080922189,0.124304933,0.097152466,0.222242152,0.125089686,1.724297837,6.313516506,0.949958896,0.646653047,0.109394619,0.141153447,0.117297836,0.018867925,0.258064516,0.639616935,0.0078125,4.0625,4.0546875,0.187230084
0.209167732,0.043454095,0.213612273,0.188228731,0.237043236,0.048814505,1.900612034,6.776004505,0.875890375,0.296412591,0.210097629,0.209167732,0.163228251,0.047384008,0.279069767,1.449908088,0.0234375,8.15625,8.1328125,0.152617675
0.143486162,0.070275487,0.123868797,0.101732548,0.211236333,0.109503785,1.793199734,6.661533402,0.942278587,0.610170821,0.106442389,0.143486162,0.120815369,0.033333333,0.266666667,1.116666667,0.09375,4.5625,4.46875,0.350322754
0.185914867,0.060363757,0.197473684,0.132631579,0.237631579,0.105,0.905154699,3.204753871,0.934194121,0.479157807,0.226578947,0.185914867,0.129220716,0.046966732,0.277456647,1.024816176,0.0234375,5.3203125,5.296875,0.154558551
0.116584915,0.085972302,0.094096016,0.036322778,0.201920327,0.165597549,1.356192391,4.76176179,0.959160492,0.718515092,0.022022472,0.116584915,0.184592711,0.032323232,0.266666667,0.274739583,0.0078125,0.8984375,0.890625,0.356553148
0.164784249,0.107549057,0.219729944,0.007339158,0.247084988,0.23974583,27.135438,800.2724883,0.766384644,0.235352701,0,0.164784249,0.201655518,0.016,0.271186441,0.0078125,0.0078125,0.0078125,0,0
0.177583117,0.03883093,0.177975709,0.151902834,0.195546559,0.043643725,1.987101702,7.002656769,0.856226555,0.284067448,0.150769231,0.177583117,0.146794809,0.048,0.275862069,0.977008929,0.0234375,6.4921875,6.46875,0.084541063
0.167340239,0.07284123,0.14173913,0.122173913,0.24,0.117826087,2.192126246,8.152409785,0.913763493,0.53947909,0.134782609,0.167340239,0.120052184,0.016243655,0.262295082,0.298677885,0.0078125,0.6796875,0.671875,0.384778013
0.105003408,0.080745078,0.090418488,0.03532792,0.186083698,0.150755778,6.823923741,124.1014285,0.938619558,0.58565365,0,0.105003408,0.127332524,0.019184652,0.271186441,0.0859375,0.0078125,0.25,0.2421875,0.474462366
0.207359541,0.034840165,0.216803954,0.186359143,0.230642504,0.044283361,1.994091764,6.604917729,0.857097706,0.211331114,0.226490939,0.207359541,0.147176643,0.047105005,0.251308901,1.914789244,0.0234375,8.0625,8.0390625,0.180102041
0.200862057,0.036944428,0.201335953,0.179882122,0.222789784,0.042907662,2.325587779,10.30956063,0.870004545,0.21313378,0.203536346,0.200862057,0.149294877,0.047904192,0.274285714,1.196514423,0.1875,7.9453125,7.7578125,0.112925614
0.1795573,0.063853112,0.18758427,0.127022472,0.233202247,0.106179775,0.693655544,2.709536882,0.949332119,0.58513996,0.253258427,0.1795573,0.126365013,0.04743083,0.277456647,0.884885204,0.0234375,5.9765625,5.953125,0.072476736
0.203408291,0.038606683,0.209756098,0.194146341,0.224065041,0.029918699,3.027533937,13.23387076,0.850975962,0.272271763,0.204878049,0.203408291,0.164703099,0.049180328,0.279069767,1.411998821,0.0234375,7.171875,7.1484375,0.085323966
0.229889279,0.041729751,0.234402036,0.226208651,0.252569975,0.026361323,3.203322298,15.14244398,0.815909622,0.200591876,0.230839695,0.229889279,0.189905198,0.04729064,0.279069767,1.261284722,0.2109375,6.09375,5.8828125,0.130756972
0.190603691,0.067508165,0.179458375,0.133681043,0.257953862,0.124272818,1.871545016,6.092078929,0.909427751,0.403200044,0.131574724,0.190603691,0.128034324,0.016824395,0.275862069,0.593303571,0.0078125,5.3125,5.3046875,0.120029455
0.092578894,0.08028919,0.066576373,0.016433409,0.166651618,0.150218209,3.570618698,19.67710558,0.931496215,0.61767458,0.010955606,0.092578894,0.160001733,0.021080369,0.246153846,0.698016827,0.0078125,5.703125,5.6953125,0.139807956
0.182306459,0.063664166,0.202391304,0.12326087,0.235362319,0.112101449,2.871496296,14.27629367,0.921859959,0.580523698,0.235362319,0.182306459,0.1079737,0.02946593,0.231884058,0.670758929,0.1328125,4.265625,4.1328125,0.181765305
0.200428134,0.060452232,0.225590433,0.140209268,0.251958146,0.111748879,1.538622274,4.962737059,0.894095671,0.325975126,0.234798206,0.200428134,0.137182271,0.052230686,0.275862069,0.770089286,0.0234375,3.984375,3.9609375,0.153057199
0.198693672,0.04665576,0.199560278,0.162828875,0.243165995,0.08033712,1.653871181,6.454288403,0.909938646,0.102731575,0.164880909,0.198693672,0.147039824,0.055944056,0.25,0.818164063,0.0078125,5.5078125,5.5,0.168689738
0.192275378,0.060817819,0.219130435,0.130951821,0.242491187,0.111539365,1.891999267,6.68000856,0.915249308,0.461750894,0.244465335,0.192275378,0.11454387,0.016614746,0.210526316,0.518682065,0.03125,4.1640625,4.1328125,0.11849115
0.165355154,0.067840312,0.180034662,0.104090121,0.216672444,0.112582322,1.349297428,4.431808098,0.952073596,0.67060173,0.099237435,0.165355154,0.102129697,0.070484581,0.130081301,0.3171875,0.1015625,0.7109375,0.609375,0.32967033
0.134334619,0.088072012,0.142258065,0.05973607,0.203225806,0.143489736,28.84865624,892.2481834,0.875222913,0.581753803,0,0.134334619,0.097809228,0.016546019,0.231884058,0.0078125,0.0078125,0.0078125,0,0
0.210409749,0.031812487,0.208315098,0.193916849,0.227002188,0.033085339,2.677559864,10.77786465,0.848660493,0.180822188,0.207702407,0.210409749,0.169830623,0.049586777,0.268156425,1.501399254,0.0234375,9.75,9.7265625,0.126933541
0.211986629,0.033014711,0.206761566,0.197793594,0.228683274,0.03088968,3.514202577,17.27447219,0.813970619,0.186809083,0.199786477,0.211986629,0.162455369,0.048979592,0.279069767,1.695675872,0.0234375,9.515625,9.4921875,0.155555556
0.182422051,0.057422626,0.196940299,0.131641791,0.214701493,0.083059701,2.149830228,8.382949194,0.896217588,0.389725381,0.205298507,0.182422051,0.13246171,0.05026178,0.277456647,0.616957721,0.0234375,4.828125,4.8046875,0.024195122
0.198292199,0.062668221,0.211639951,0.183674476,0.23649815,0.052823674,2.17624527,9.7662537,0.902082516,0.449973076,0.050061652,0.198292199,0.16289683,0.016684046,0.271186441,0.357244318,0.0546875,0.9296875,0.875,0.265306122
0.145020841,0.067298316,0.114684609,0.08901598,0.214062237,0.125046257,2.936318019,17.15356466,0.931458412,0.564359499,0.085719092,0.145020841,0.097881272,0.016309888,0.271186441,0.214192708,0.0078125,3.171875,3.1640625,0.10734243
0.179178834,0.038606676,0.18002006,0.163450351,0.195466399,0.032016048,2.493824948,9.013872535,0.856224144,0.298321803,0.179739218,0.179178834,0.164707438,0.016528926,0.262295082,0.5659375,0.1640625,6.5234375,6.359375,0.11036036
0.1934236,0.067777418,0.215055556,0.189777778,0.233333333,0.043555556,2.276577269,8.777339958,0.90570512,0.467444386,0.217388889,0.1934236,0.181842912,0.04743083,0.279069767,1.494260204,0.0234375,11.0390625,11.015625,0.120972644
0.162915114,0.060313689,0.131528384,0.114759825,0.225676856,0.110917031,3.763196133,23.06873581,0.901991832,0.368014983,0.115283843,0.162915114,0.114059555,0.038461538,0.277777778,0.229101563,0.004882813,0.732421875,0.727539063,0.319402074
0.219245666,0.041489352,0.221403974,0.205086093,0.243284768,0.038198675,1.873823572,6.200128338,0.858697309,0.253922375,0.212503311,0.219245666,0.17248969,0.04729064,0.279069767,1.589154412,0.2109375,9.4921875,9.28125,0.138175231
0.243528037,0.02737597,0.248505393,0.233405239,0.257996918,0.02459168,2.822300279,12.08895903,0.782801716,0.099057935,0.254545455,0.243528037,0.204209781,0.04743083,0.279069767,1.380729167,0.234375,10.078125,9.84375,0.121312427
0.186370118,0.031625009,0.181253918,0.16677116,0.201880878,0.035109718,2.648135121,10.33807707,0.832587613,0.163673176,0.182131661,0.186370118,0.168510296,0.047012733,0.275862069,0.832280585,0.1640625,9.4453125,9.28125,0.076790634
0.182667567,0.061501556,0.178037736,0.15690566,0.241433962,0.084528302,2.057094507,7.99503168,0.903072373,0.401957185,0.17645283,0.182667567,0.114208459,0.052287582,0.275862069,0.367838542,0.0234375,0.65625,0.6328125,0.209150327
0.186106644,0.048344978,0.186666667,0.172022315,0.205997211,0.033974895,2.746396536,11.24772388,0.889145221,0.395964726,0.180613668,0.186106644,0.142342716,0.016753927,0.242424242,1.358297414,0.1796875,6.4296875,6.25,0.11212963
0.165439339,0.058030049,0.181621622,0.103843844,0.199279279,0.095435435,2.45853693,10.32384884,0.909782239,0.46237789,0.184564565,0.165439339,0.103017102,0.04610951,0.23880597,1.125434028,0.0859375,5.4296875,5.34375,0.335311318
